year,kind,rating,vote,runtime,genre1,genre2,country1,country2,language1,language2,cast1,cast2,director1,director2,composer1,composer2,writer1,writer2
2001,movie,4.2,427.0,96.82821118991332,Crime, Drama,United States,None,English,None,Sam Elliott, Jamie Kennedy,Jack N. Green,None,Normand Corbeil,None,Christopher Keller,None
1997,movie,7.2,13977.0,30.0,Biography, Drama,United Kingdom, Ireland,English,None,Judi Dench, Billy Connolly,John Madden,None,Stephen Warbeck,None,Jeremy Brock,None
1998,video movie,7.4,141.0,120.0,Documentary, Music,United States,None,English,None,Reginald Fieldy Arvizu, Wes Borland,Joe Perota,None,Unknown,None,Unknown,None
2001,tv mini series,7.3,46.0,126.0,Documentary,None,United States,None,English,None,Shobha De, Dawood Ibrahim,Unknown,None,Unknown,None,Unknown,None
2005,video movie,7.3,48.0,162.0,Comedy,None,United States,None,English,None,Deborah Cox, Mel Jackson,Leslie Small, David E. Talbert,Robbie Lewis,None,David E. Talbert,None
1996,video movie,6.0,29215.0,55.0,Action, Comedy,United States,None,English, Spanish,Fred Ward, Chris Gartin,S.S. Wilson,None,Jay Ferguson,None,Brent Maddock, S.S. Wilson
2000,movie,4.4,381.0,89.0,Action, Crime,India,None,Hindi,None,Sanjay Dutt, Manisha Koirala,Sanjay Gupta,None,Sajid Ali, Anu Malik,Sanjay Gupta, Sanjay Gupta
1976,movie,7.4,2044.0,114.0,Drama, Romance,India,None,Hindi, Urdu,Amitabh Bachchan, Shashi Kapoor,Yash Chopra,None,Khayyam,None,Pamela Chopra, Sagar Sarhadi
2000,video movie,8.3,57.0,24.0,Music,None,Australia,None,English,None,Ian Gillan, Roger Glover,Henk Eykman,None,Unknown,None,Unknown,None
1980,movie,7.3,54200.0,96.82821118991332,Adventure, Comedy,South Africa, Botswana,English, Afrikaans,Marius Weyers, Sandra Prinsloo,Jamie Uys,None,Johnny Boshoff,None,Jamie Uys,None
2002,episode,7.3,463.0,93.0,Crime, Drama,United Kingdom,None,English,None,John Sessions, Lisa Stevenson,Robert Young,None,Robert Lockhart,None,Elizabeth George, Simon Block
2001,tv series,8.4,19.0,78.0,Reality-TV, Sport,United States,None,English,None,Alex Chalmers, Robert Earl,Unknown,None,Unknown,None,Unknown,None
1959,tv series,9.0,75784.0,110.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
1999,movie,6.9,891.0,139.0,Comedy,None,Japan,None,Japanese,None,Masanobu Andô, Reila Aphrodite,Shinobu Yaguchi,None,Seiichi Yamamoto,None,Shinobu Yaguchi,None
1992,tv movie,7.6,1686.0,45.0,Drama,None,Canada,None,English,None,Henry Czerny, Johnny Morina,John N. Smith,None,Neil Smolar,None,Des Walsh, John N. Smith
1993,movie,6.1,1085.0,104.0,Comedy, Romance,France, Belgium,French,None,Julie Mauduech, Hubert Koundé,Mathieu Kassovitz,None,Jean-Louis Daulne, Marie Daulne,Mathieu Kassovitz,None
2001,movie,7.6,5064.0,107.0,Animation, Short,Japan,None,Japanese,None,Unknown,None,Tatsuo Satô,None,Unknown,None,Nekojiru, Tatsuo Satô
2005,movie,7.4,3446.0,94.0,Documentary, Family,United States,None,English, Spanish,Heather Berman, Emma Therese Biegacki,Marilyn Agrelo,None,Joseph Baker, Steven Lutvak,Amy Sewell,None
1980,movie,6.5,1102.0,84.0,Drama, Music,United Kingdom,None,English,None,Dave Armstrong, Barry Baker,Jack Hazan, David Mingay,Mick Jones, Joe Strummer,Ray Gange, David Mingay
1958,movie,7.8,11419.0,30.0,Drama, Romance,Poland,None,Polish,None,Zbigniew Cybulski, Ewa Krzyzewska,Andrzej Wajda,None,Filip Nowak,None,Jerzy Andrzejewski, Jerzy Andrzejewski
1966,movie,7.6,59096.0,116.0,Drama, Mystery,United Kingdom, Italy,English,None,Vanessa Redgrave, Sarah Miles,Michelangelo Antonioni,None,Herbie Hancock,None,Michelangelo Antonioni, Julio Cortázar
1991,tv movie,7.1,1360.0,99.0,Biography, Drama,United States,None,English,None,Lynn Whitfield, Rubén Blades,Brian Gibson,None,Georges Delerue,None,Ron Hutchinson, Michael Zagor
2000,movie,7.0,13452.0,100.0,Drama, Thriller,South Korea,None,Korean,None,Jung Suh, Yu-seok Kim,Kim Ki-duk,None,Sang-yun Jeon,None,Kim Ki-duk,None
1998,movie,4.5,887.0,90.0,Comedy, Drama,Italy,None,Italian,None,Leonardo Pieraccioni, Harvey Keitel,Giovanni Veronesi,None,Pino Donaggio,None,Vincenzo Pardini, Giovanni Veronesi
2005,tv movie,7.8,2329.0,92.0,Drama, Music,United States,None,English,None,S. Epatha Merkerson, Marcus Carl Franklin,George C. Wolfe,None,Meshell Ndegeocello,None,Ruben Santiago-Hudson, Ruben Santiago-Hudson
2004,video movie,5.3,206.0,83.0,Documentary,None,United States,None,English,None,Dan Brown, Danny Burstein,Richard Metzger,None,Adam Peters,None,Unknown,None
2000,episode,5.0,528.0,95.0,Adventure, Comedy,United States,None,English,None,Patrick Warburton, Britt Irvin,Robert King,None,Ira Newborn,None,Richard Conlin, Robert King
1997,movie,6.2,512.0,112.0,Comedy, Drama,Spain,None,Spanish, English,Loles León, Andrea Occhipinti,Yolanda García Serrano, Juan Luis Iborra,José Manuel Pagán,None,Yolanda García Serrano, Juan Luis Iborra
1973,movie,5.6,3079.0,84.0,Crime, Drama,Philippines, United States,English,None,Pam Grier, Margaret Markov,Eddie Romero,None,Harry Betts,None,H.R. Christian, Joe Viola
2003,video movie,5.6,142.0,110.0,Animation, Adventure,United States,None,English,None,June Foray, Sam Vincent,Gloria Jenkins,None,Julie Bernstein, Steven Bernstein,Tim Cahill, Julie McNally Cahill
1995,movie,7.4,3034.0,165.0,Drama, Romance,Mexico,None,Spanish,None,Ernesto Gómez Cruz, María Rojo,Jorge Fons,None,Lucía Álvarez,None,Vicente Leñero, Najeeb Mahfouz
1998,movie,7.0,103467.0,40.0,Drama, Mystery,United States,None,English, Arabic,David Duchovny, Gillian Anderson,Rob Bowman,None,Mark Snow,None,Chris Carter, Frank Spotnitz
1959,tv series,9.0,75784.0,94.0,Drama, Fantasy,United States,None,Unknown,None,Rod Serling, Robert McCord,Unknown,None,Unknown,None,Rod Serling, Rod Serling
1993,tv series,7.9,6636.0,78.0,Animation, Comedy,United States,None,English,None,George Lowe, C. Martin Croker,Unknown,None,Unknown,None,Mike Lazzo, Mike Lazzo
1990,movie,7.7,1036.0,130.0,Drama,None,Canada,None,English,None,Alice Diabo, Beth Webber,Cynthia Scott,None,Marie Bernard,None,Gloria Demers, Cynthia Scott
1979,movie,7.3,18156.0,96.82821118991332,Drama, Music,United Kingdom,None,English,None,Phil Daniels, Leslie Ash,Franc Roddam,None,Unknown,None,Dave Humphries, Martin Stellman
1968,movie,5.5,1602.0,92.0,Adventure, Drama,United States,None,English,None,Maximilian Schell, Diane Baker,Bernard L. Kowalski,None,Frank De Vol,None,Cliff Gould, Bernard Gordon
2002,movie,7.7,1087.0,119.0,Documentary, Biography,United States,None,English,None,Anthony Treach Criss, Davey D,Peter Spirer,None,Johnny J, Quincy Jones III,Hafiz Farid, Peter Spirer
1974,movie,7.7,4946.0,91.0,Documentary, Family,United States,None,English,None,Fred Astaire, Bing Crosby,Jack Haley Jr.,None,Henry Mancini,None,Jack Haley Jr.,None
2001,movie,7.3,77237.0,125.0,Action, Comedy,Hong Kong, China,Cantonese, Mandarin,Stephen Chow, Man-Tat Ng,Stephen Chow,None,Ying-Wah Wong,None,Stephen Chow, Kan-Cheung Tsang
1972,movie,4.7,662.0,152.0,Comedy,None,United States,None,English,None,Terry Gibson, Peggy Church,Bethel Buckalew,None,Unknown,None,Unknown,None
1998,video movie,6.8,71.0,81.0,Documentary, Comedy,United States,None,English,None,Bing Crosby, Kathryn Grant,Unknown,None,Unknown,None,Unknown,None
1997,tv series,7.6,827.0,98.0,Crime, Drama,United Kingdom,None,English,None,David Hayman, Dorian Lough,Unknown,None,Unknown,None,Lynda La Plante, Lynda La Plante
1984,movie,8.6,14496.0,105.0,Documentary, Music,United States,None,English,None,Bernie Worrell, Alex Weir,Jonathan Demme,None,David Byrne, Chris Frantz,Jonathan Demme, Talking Heads
1988,tv movie,3.5,756.0,81.0,Action, Drama,Australia, Canada,English,None,Tom Jennings, Nicole Kidman,Mark Joffe,None,David Skinner,None,Michael McGennan,None
1987,video movie,8.2,143.0,180.0,Documentary, Music,United States,None,English,None,Stevie Nicks, Mick Fleetwood,Marty Callner,None,Unknown,None,Unknown,None
2000,tv movie,6.1,2064.0,60.0,Biography, Comedy,United States,None,English,None,Frankie Muniz, Rick Rossovich,Greg Beeman,None,Phil Marshall,None,Joel Kauffmann, Donald C. Yost
2005,video movie,4.7,581.0,128.0,Animation, Comedy,United States,None,English,None,Danny Bonaduce, Big Boy,Mark Brooks, Peter Gilstrap,Jorge Corante, Frank Fitzpatrick,Mark Brooks, Peter Gilstrap
2002,movie,4.5,108.0,90.0,Drama,None,United States,None,English,None,Drena De Niro, J-King,Brian Averill,None,Wendell Hanes,None,Allen Cognata, Greg Russo
1972,movie,7.1,3114.0,117.0,Action, Drama,Hong Kong,None,Mandarin,None,Lieh Lo, Ping Wang,Chang-hwa Jeong,None,Yung-Yu Chen,None,Yang Chiang,None
2001,movie,6.5,1905.0,89.0,Action, Adventure,Thailand,None,Thai,None,M.L. Piyapas Bhirombhakdi, Sarunyu Wongkrachang,Chatrichalerm Yukol,None,Richard Harvey,None,Sunait Chutintaranond, Chatrichalerm Yukol
1998,movie,5.2,1736.0,90.0,Crime, Drama,Japan,None,Japanese,None,Miho Kanno, Mami Nakamura,Ataru Oikawa,None,Hiroshi Futami, Toshihiro Kimura,Junji Ito, Ataru Oikawa
1999,video movie,3.9,244.0,63.0,Sci-Fi, Western,United States,None,English,None,Amy Lindsay, Kim Yates,Dan Golden,None,Wayne Scott Joness,None,Louise Dunkirk,None
1995,movie,8.5,123.0,128.0,Documentary, Music,United States,None,English,None,John Denver,None,Jeb Brien,None,Unknown,None,Unknown,None
2001,tv series,5.8,50.0,93.0,Unknown,None,China, Singapore,Mandarin,None,David Chiang, Jimmy Lin,Unknown,None,Unknown,None,Unknown,None
1971,movie,7.7,115647.0,91.0,Action, Crime,United States,None,English, French,Gene Hackman, Fernando Rey,William Friedkin,None,Don Ellis,None,Ernest Tidyman, Robin Moore
1998,video movie,2.8,616.0,22.0,Action, Fantasy,United States,None,English,None,Conrad Bachmann, Tim Bagley,Lawrence Lanoff,None,Keith Arem, The Dark Bob,Sam Rappaport, Khara Bromiley
2004,video movie,6.0,1651.0,112.0,Animation, Action,United States, Denmark,English,None,Christopher Gaze, Michael Dobson,David Molina, Terry Shakespeare,Nathan Furst,None,Henry Gilroy, Bob Thompson
2002,video movie,6.6,113.0,79.0,Family, Music,Australia,None,English,None,Greg Page, Anthony Field,Gary Matheson,None,Unknown,None,Murray Cook, Jeff Fatt
1963,movie,7.6,6251.0,161.0,Drama, Sport,United Kingdom,None,English,None,Richard Harris, Rachel Roberts,Lindsay Anderson,None,Roberto Gerhard,None,David Storey, David Storey
1995,tv series,6.5,28719.0,96.0,Action, Adventure,United States, New Zealand,English,None,Kevin Sorbo, Michael Hurst,Unknown,None,Unknown,None,Christian Williams, Robert Bielak
1999,movie,8.0,6878.0,30.0,Documentary, Comedy,United States,None,English,None,Chris Rock, Slick Rick,Keith Truesdell,None,Unknown,None,Chris Rock,None
2005,video movie,5.0,230.0,60.0,Animation, Comedy,Canada,None,English,None,Sugar Lyn Beard, Stephen Ouimette,Larry Jacobs, Ron Pitts,Ian Thomas,None,Jeff Schechter, Linda Edwards
1987,movie,7.1,9808.0,101.0,Action, Comedy,Hong Kong,None,Cantonese,None,Jackie Chan, Maggie Cheung,Jackie Chan,None,Siu-Tin Lai,None,Jackie Chan, Jack Maeby
2004,episode,9.1,74.0,96.08333333333333,Drama,None,United States,None,English,None,Josh Groban, Lucia Micarelli,David Horn,None,Unknown,None,Unknown,None
1987,movie,7.1,3357.0,103.0,Animation, Adventure,Japan,None,Japanese,None,Hideko Yoshida, Masane Tsukayama,Yoshiaki Kawajiri, Rintaro,Mickie Yoshino,None,Taku Mayumura, Rintaro
1974,tv mini series,8.1,321.0,100.0,Mystery,None,United Kingdom,None,English,None,Ian Carmichael, Glyn Houston,Unknown,None,Unknown,None,Dorothy L. Sayers, Anthony Steven
2002,movie,7.7,186011.0,100.0,Comedy, Drama,United States,None,English, Latin,Nicolas Cage, Tilda Swinton,Spike Jonze,None,Carter Burwell,None,Susan Orlean, Charlie Kaufman
2004,movie,5.6,3620.0,182.0,Comedy, Romance,Canada,None,English,None,Christopher Jacot, Joanne Kelly,Mark Griffiths,None,Patric Caird,None,Eric Goodman, Kelly Senecal
1979,tv movie,6.1,1141.0,85.0,Animation, Comedy,United States,None,English,None,Michael Bell, Edie Lehmann Boddicker,Ray Patterson,None,Hoyt Curtin,None,Duane Poole, Dick Robbins
1999,tv movie,6.7,114.0,113.0,Animation,None,United States,None,English,None,Unknown,None,Unknown,None,Unknown,None,Unknown,None
1988,movie,7.0,9987.0,30.0,Comedy, Crime,United Kingdom,None,English,None,Michael Caine, Ben Kingsley,Thom Eberhardt,None,Henry Mancini,None,Gary Murphy, Larry Strawther
1992,tv mini series,8.2,3508.0,110.0,Crime, Drama,United Kingdom, United States,English,None,Helen Mirren, Colin Salmon,Unknown,None,Unknown,None,Allan Cubitt, Lynda La Plante
1955,tv series,8.5,15932.0,178.0,Comedy, Crime,United States,None,English,None,Alfred Hitchcock, Harry Tyler,Unknown,None,Unknown,None,J.W. Aaron, David Alexander
1997,movie,6.2,2833.0,74.0,Comedy, Drama,India,None,Hindi,None,Govinda, Karisma Kapoor,David Dhawan,None,Anand Chitragupth, Milind Chitragupth,Rumi Jaffery,None
1995,tv movie,7.0,366.0,120.0,Animation, Action,Japan,None,Japanese,None,Kanichi Kurita, Eiko Masuyama,Osamu Dezaki,None,Yuji Ohno,None,Shinzô Fujita, Hiroshi Kashiwabara
2001,episode,8.1,263.0,106.0,Documentary, News,United States,None,English,None,Douglas Rushkoff, Christina Aguilera,Barak Goodman,None,Paul Mertens, Susan Voelz,Rachel Dretzin,None
2000,movie,6.1,433.0,118.0,Comedy, Romance,Hong Kong,None,Cantonese, English,Tony Ka Fai Leung, Leslie Cheung,Gordon Chan,None,Adrian Chan,None,Hing-Ka Chan,None
1999,movie,6.0,381.0,105.0,Comedy, Drama,France,None,French,None,Olivia Bonamy, Audrey Tautou,Serge Meynard,None,Roland Romanelli,None,Serge Meynard,None
1990,movie,5.5,419.0,85.0,Action,None,Hong Kong,None,Cantonese,None,Samuel Hui, Maggie Cheung,Clarence Fok,None,Man-Yee Lam,None,Ella Bo-wah Chan, Ryoichi Ikegami
2003,video movie,2.3,1139.0,92.0,Horror, Thriller,United States,None,English,None,Erica Hanlon, Ken Hebert,Bob Willems,None,Mike McCulloch, Marcus Stroud,Carl Bonin, Ken Hebert
2005,tv series,6.4,44033.0,93.0,Drama, Fantasy,United States,None,English,None,Jennifer Love Hewitt, David Conrad,Unknown,None,Unknown,None,John Gray, John Gray
2001,movie,5.3,3059.0,99.0,Action, Drama,United Kingdom, Canada,English, French,Jeremy Irons, Forest Whitaker,John Irvin,None,Paul Zaza,None,Robin Hunter, Allan Scott
1953,movie,6.9,275.0,108.0,Drama,None,Japan,None,Japanese,None,Mieko Takamine, Ken Uehara,Mikio Naruse,None,Ichirô Saitô,None,Fumiko Hayashi, Toshirô Ide
1999,movie,3.6,357.0,104.0,Action, Sci-Fi,Canada, Czechia,English,None,Wendy Crewson, Patrick Bergin,Lloyd A. Simandl,None,Peter Allen,None,Paul A. Birkett, Mike Rohl
1983,movie,6.6,6703.0,111.0,Comedy, Drama,Spain,None,Spanish,None,Cristina Sánchez Pascual, Will More,Pedro Almodóvar,None,Unknown,None,Pedro Almodóvar,None
1981,movie,7.4,2515.0,96.0,Drama, Music,France,None,French, English,Robert Hossein, Nicole Garcia,Claude Lelouch,None,Francis Lai, Michel Legrand,Claude Lelouch,None
1994,movie,6.7,6040.0,99.0,Biography, Drama,United Kingdom, Germany,English, German,Sheryl Lee, Stephen Dorff,Iain Softley,None,Don Was,None,Iain Softley, Michael Thomas
2004,video movie,8.4,218.0,67.0,Documentary,None,United States,None,English,None,Jeff Campitelli, Yngwie Malmsteen,A. Karim Karmi,None,Yngwie Malmsteen, Joe Satriani,Unknown,None
2002,tv movie,6.9,1063.0,96.35934959349593,Drama, Romance,France,None,French,None,Yaniss Lespert, Pierre Mignard,Christophe Honoré,None,Alex Beaupain, Doc Mateo,Diastème, Christophe Honoré
2001,movie,5.3,1845.0,98.0,Comedy, Romance,United States,None,English,None,Julie Davis, Nick Chinlund,Julie Davis,None,Miriam Cutler,None,Julie Davis,None
1983,movie,7.2,1873.0,96.0,Action, Drama,Hong Kong,None,Cantonese,None,Norman Chu, Damian Lau,Siu-Tung Ching,None,Siu-Tin Lai,None,Siu-Tung Ching, David Lai
1996,video movie,3.9,20.0,101.0,Romance, Short,Japan,None,Japanese,None,Kei Mizutani,None,Shouken Takahashi,None,Unknown,None,Unknown,None
1999,episode,7.6,19.0,107.0,Animation, Action,United Kingdom,None,English,None,Jason Gray-Stanford, John Payne,Robert Brousseau, Scott Heming,Eric Allaman,None,Arthur Conan Doyle, Phil Harnage
2000,episode,7.6,749.0,115.0,Crime, Drama,United Kingdom,None,English,None,John Nettles, Daniel Casey,Moira Armstrong,None,Jim Parker,None,Douglas Watkinson, Caroline Graham
1990,video movie,4.4,1141.0,156.0,Comedy, Sci-Fi,United States, United Kingdom,English,None,Todd Eric Andrews, Kelli Williams,Doug Campbell, Jake Hooker,Brian Scott Bennett,None,Bruce Rubin, Robert J. Rosenthal
1970,movie,7.0,4770.0,100.0,Drama, Fantasy,France,None,French,None,Catherine Deneuve, Jean Marais,Jacques Demy,None,Michel Legrand,None,Charles Perrault, Jacques Demy
1955,movie,7.3,5186.0,94.0,Biography, Drama,France, West Germany,French, German,Martine Carol, Peter Ustinov,Max Ophüls,None,Georges Auric,None,Jacques Laurent, Max Ophüls
2004,episode,8.0,64.0,52.0,Drama,None,United States,None,English,None,Regina Ahlgren, Bea Arthur,Chris Cohen,None,Unknown,None,Steven B. Hecht, Hildy Parks
1989,movie,6.9,22883.0,375.0,Comedy, Drama,United States,None,English,None,Jeff Bridges, Michelle Pfeiffer,Steve Kloves,None,Dave Grusin,None,Steve Kloves,None
1997,movie,6.4,14266.0,90.0,Crime, Drama,Denmark, Germany,English, Inuktitut,Jens Jørgen Fleischer, Julia Ormond,Bille August,None,Harry Gregson-Williams, Hans Zimmer,Peter Høeg, Ann Biderman
2002,movie,7.3,310.0,154.0,Documentary,None,United States,None,English,None,Catherine Borek, Karen Greene,Scott Hamilton Kennedy,None,Doug DeAngelis, Kevin Haskins,Thornton Wilder,None
2002,movie,6.2,21834.0,71.0,Action, Horror,United States, United Kingdom,English,None,Matthew Davis, Bruce Greenwood,David Twohy,None,Graeme Revell,None,Lucas Sussman, Darren Aronofsky
1975,movie,7.6,13002.0,93.0,Documentary, Comedy,United States,None,English,None,Edith Little Edie Bouvier Beale, Edith Bouvier Beale,Ellen Hovde, Albert Maysles,Unknown,None,Unknown,None
1994,movie,4.8,22.0,95.0,Action, Adventure,Hong Kong, China,Mandarin, Cantonese,Siu-Chun To, Fennie Yuen,Hon-to Wai,None,Liping Wang,None,Yau-Hing Cheng, Chi-Shing Mak
1958,movie,7.3,10970.0,109.0,Action, Drama,United States,None,English, Japanese,Clark Gable, Burt Lancaster,Robert Wise,None,Franz Waxman,None,John Gay, Edward L. Beach
2002,movie,5.0,5545.0,136.0,Comedy, Romance,Germany, United Kingdom,English, French,Piper Perabo, Jane McGregor,Melanie Mayron,None,David Michael Frank,None,Lamar Damon, Robert Lee King
1980,movie,5.8,1990.0,104.0,Comedy,None,France, Italy,French,None,Michel Serrault, Ugo Tognazzi,Édouard Molinaro,None,Ennio Morricone,None,Jean Poiret, Jean Poiret
1988,tv movie,6.9,1032.0,44.0,Comedy,None,United States,None,English,None,Christina Applegate, Tempestt Bledsoe,Paul Schneider,None,Acrobat,None,Andrew Guerdat, Steve Kreinberg
2003,video movie,8.4,1245.0,90.0,Documentary, Music,United States,None,English,None,Mark Gonzales, Lauren Curry,Spike Jonze, Lance Bangs,Sam Spiegel,None,Mark Gonzales, Spike Jonze
1993,tv movie,4.3,129.0,109.0,Animation, Action,Japan,None,Japanese, English,Tetsuya Bessho, Alden Crews,Hiroshi Fukutomi,None,Unknown,None,Unknown,None
1998,movie,5.1,267.0,190.0,Drama, Romance,United States,None,English,None,Jimmy Smallhorne, Chris ONeill,Jimmy Smallhorne,None,Nigel Clark, Jerome Di Pietro,Terry McGoff, Jimmy Smallhorne
2005,movie,6.7,200.0,79.0,Action, Sport,United States,None,English,None,John Cena, John Layfield,Kevin Dunn,None,Unknown,None,Court Bauer, Christopher DeJoseph
2003,tv movie,5.5,687.0,108.0,Action, Thriller,United States,None,English,None,Tracy Pollan, Gil Bellows,Russell Mulcahy,None,Patrick Williams,None,Michael OHara, James Patterson
2004,movie,7.7,443.0,4.0,Documentary,None,United States,None,English,None,Peter Arnett, George W. Bush,Danny Schechter,None,Unknown,None,Unknown,None
